id,card_name,display_name,card_set,card_type,effect_text,flavor_text,source_file
Trophy Hunter,Trophy Hunter,Trophy Hunter,IH,Hero,Gain 2P.  You pay 1P less the next time you defeat a Trophy Monster this turn.,,set4_cards.lua
Void Avenger,Void Avenger,Void Avenger,IH,Hero,"Gain 3P. The next time you defeat a Monster in the center row, gain a Soul Gem.",,set4_cards.lua
Orb of Nyx,Orb of Nyx,Orb of Nyx,IH,Construct,"Once per turn, gain 3P.
When you defeat a Monster in the center row, gain a Soul Gem.",,set4_cards.lua
Souls Unbound,Souls Unbound,Souls Unbound,IH,Event,"Monsters in the center row are Unbanishable.
",,set4_cards.lua
Acidic Crawler,Acidic Crawler,Acidic Crawler,IH,Monster,"Reward: 5H.  If an opponent controls the most Constructs, destroy all Constructs that player controls.",,set4_cards.lua
"Akam, the Genie","Akam, the Genie","Akam, the Genie",IH,Monster,"Reward: 3H.  ONGOING TROPHY: Put three Wish counters on Akam. 
",,set4_cards.lua
Cackling Jackal,Cackling Jackal,Cackling Jackal,IH,Monster,Reward: 2H.  TROPHY: Banish this to gain 1R.,,set4_cards.lua
Growmites,Growmites,Growmites,IH,Monster,"Reward: Gain 2H.  ONGOING TROPHY: When you defeat another Growmites, gain 2H.",,set4_cards.lua
Nothing Man,Nothing Man,Nothing Man,IH,Monster,Reward: 3H.  TROPHY: Banish this to gain a Soul Gem.,,set4_cards.lua
"Kythis, Rebel Godling","Kythis, Rebel Godling","Kythis, Rebel Godling",IH,Monster,"Reward: 8H.  ONGOING TROPHY: Once per turn, gain a Soul Gem.",,set4_cards.lua
"Kythis, Rebel Godling v2","Kythis, Rebel Godling v2","Kythis, Rebel Godling v2",IH,Monster,"Reward: 8H.  ONGOING TROPHY: Once per turn, gain a Soul Gem.",,set4_cards.lua
Soul Gem - Arha Initiate,Soul Gem - Arha Initiate,Arha Initiate,IH,Soul Gem,Draw a card.,,set4_soulgems.lua
Soul Gem - Arha Templar,Soul Gem - Arha Templar,Arha Templar,IH,Soul Gem,Defeat a Monster that has P4 or less.,,set4_soulgems.lua
Soul Gem - Ascetic of the Lidless Eye,Soul Gem - Ascetic of the Lidless Eye,Ascetic of the Lidless Eye,IH,Soul Gem,Draw two cards.,,set4_soulgems.lua
Soul Gem - Askara of Fate,Soul Gem - Askara of Fate,Askara of Fate,IH,Soul Gem,Draw two cards.  Each other player may draw a card.  Then you may banish a card in the center row.,,set4_soulgems.lua
Soul Gem - Master Dhartha,Soul Gem - Master Dhartha,Master Dhartha,IH,Soul Gem,Draw three cards.,,set4_soulgems.lua
Soul Gem - Seer of the Forked Path,Soul Gem - Seer of the Forked Path,Seer of the Forked Path,IH,Soul Gem,Draw a card.  Then you may banish a card in the center row.,,set4_soulgems.lua
Soul Gem - Druids of the Stone Circle,Soul Gem - Druids of the Stone Circle,Druids of the Stone Circle,IH,Soul Gem,Acquire a Hero that costs R3 or less.  Place it on top of your deck.,,set4_soulgems.lua
Soul Gem - Great-Omen Raven,Soul Gem - Great-Omen Raven,Great-Omen Raven,IH,Soul Gem,"Name a card.  Reveal the top card of your deck and put it into your hand.  If it is the named card, gain 3H.",,set4_soulgems.lua
Soul Gem - Landtalker,Soul Gem - Landtalker,Landtalker,IH,Soul Gem,Gain 3R.,,set4_soulgems.lua
Soul Gem - Lifebound Initiate,Soul Gem - Lifebound Initiate,Lifebound Initiate,IH,Soul Gem,Gain 1R and 1H.,,set4_soulgems.lua
Soul Gem - Runic Lycanthrope,Soul Gem - Runic Lycanthrope,Runic Lycanthrope,IH,Soul Gem,"Gain 2R.  If you've played a Lifebound Hero this turn, gain 2P.",,set4_soulgems.lua
Soul Gem - Wolf Shaman,Soul Gem - Wolf Shaman,Wolf Shaman,IH,Soul Gem,Gain 1R.  Draw a card.,,set4_soulgems.lua
Soul Gem - Avatar Golem,Soul Gem - Avatar Golem,Avatar Golem,IH,Soul Gem,Gain 2P.  Gain 1H for each type of Construct you control.,,set4_soulgems.lua
Soul Gem - Dimension Diver,Soul Gem - Dimension Diver,Dimension Diver,IH,Soul Gem,Gain 2R.  You may treat all Constructs as Mechana Constructs this turn.,,set4_soulgems.lua
Soul Gem - Mechana Initiate,Soul Gem - Mechana Initiate,Mechana Initiate,IH,Soul Gem,Gain 1R or 1P.,,set4_soulgems.lua
Soul Gem - Reactor Monk,Soul Gem - Reactor Monk,Reactor Monk,IH,Soul Gem,Gain 2R.  The next Construct you acquire this turn costs 1R less.,,set4_soulgems.lua
Soul Gem - Arbiter of Fate,Soul Gem - Arbiter of Fate,Arbiter of Fate,IH,Soul Gem,"FATE: When this enters the center row, each player may banish a card from their hand or discard pile.
",,set4_soulgems.lua
Soul Gem - Demon Slayer,Soul Gem - Demon Slayer,Demon Slayer,IH,Soul Gem,Gain 3P.,,set4_soulgems.lua
Soul Gem - Shade of the Black Watch,Soul Gem - Shade of the Black Watch,Shade of the Black Watch,IH,Soul Gem,Gain 2P.  You may banish a card in your hand or discard pile.,,set4_soulgems.lua
Soul Gem - Spike Vixen,Soul Gem - Spike Vixen,Spike Vixen,IH,Soul Gem,Gain 1P.  Draw a card.,,set4_soulgems.lua
Soul Gem - Void Initiate,Soul Gem - Void Initiate,Void Initiate,IH,Soul Gem,Gain 1R.  You may banish a card in your hand or discard pile.,,set4_soulgems.lua
Energy Shard Start,Energy Shard Start,Energy Shard,RoV,Treasure,Gain 1E. Draw a card.,,set5_cards.lua
Energy Shard,Energy Shard,Energy Shard,RoV,Treasure,Gain 1E. Draw a card.,,set5_cards.lua
Militia RoV,Militia RoV,Militia,RoV,Hero,Gain 1P.,,set5_cards.lua
Apprentice RoV,Apprentice RoV,Apprentice,RoV,Hero,Gain 1R.,,set5_cards.lua
Mystic RoV,Mystic RoV,Mystic,RoV,Hero,Gain 2R.,,set5_cards.lua
Heavy Infantry RoV,Heavy Infantry RoV,Heavy Infantry,RoV,Hero,Gain 2P.,,set5_cards.lua
Cultist RoV,Cultist RoV,Cultist,RoV,Monster,Reward: Gain 1H.,,set5_cards.lua
Monastic Tutor,Monastic Tutor,Monastic Tutor,RoV,Hero,"Acquire a Mystic or Heavy Infantry without paying its cost.
",,set5_cards.lua
Monk of the Lidless Eye,Monk of the Lidless Eye,Monk of the Lidless Eye,RoV,Hero,"FATE: When this enters the center row, for each treasure under this, ",,set5_cards.lua
"Oziah, Judge of Logos","Oziah, Judge of Logos","Oziah, Judge of Logos",RoV,Hero,"While this is in the center row, you may acquire this without paying its cost ",,set5_cards.lua
Reality Sculptor,Reality Sculptor,Reality Sculptor,RoV,Hero,Copy the effect of a Hero played this turn with cost 3R or less.,,set5_cards.lua
Righteous Templar,Righteous Templar,Righteous Templar,RoV,Hero,"Defeat a Monster that costs 4P or less without paying its cost.
",,set5_cards.lua
Tablet of the Dreamer,Tablet of the Dreamer,Tablet of the Dreamer,RoV,Construct,"ENERGIZE 4E: Once this turn, acquire or defeat any card ",,set5_cards.lua
Temporal Eye,Temporal Eye,Temporal Eye,RoV,Construct,"When this enters play, draw a card.
",,set5_cards.lua
Truth Seeker,Truth Seeker,Truth Seeker,RoV,Hero,Draw a card. You may banish a card in the center row. ,,set5_cards.lua
"Ulu, Askara Prince","Ulu, Askara Prince","Ulu, Askara Prince",RoV,Hero,"Copy the effect of a Hero played this turn. This effect cannot be copied.
",,set5_cards.lua
Beacon Shaman,Beacon Shaman,Beacon Shaman,RoV,Hero,Reveal the top card of your deck and put it in your hand. ,,set5_cards.lua
Leotan's Familiar,Leotan's Familiar,Leotan's Familiar,RoV,Hero,"Gain 1R.
",,set5_cards.lua
Lifebound Muse,Lifebound Muse,Lifebound Muse,RoV,Hero,"Acquire a Hero with cost 4R or less without paying its cost.
",,set5_cards.lua
Loamspeaker Druid,Loamspeaker Druid,Loamspeaker Druid,RoV,Hero,"FATE: When this enters the center row, for each Treasure under this, ",,set5_cards.lua
Ogo Demontrap,Ogo Demontrap,Ogo Demontrap,RoV,Construct,"Once per turn, gain 1P.
",,set5_cards.lua
"Oras, the Redeemer","Oras, the Redeemer","Oras, the Redeemer",RoV,Hero,"Gain 4R.
",,set5_cards.lua
Runic Honiskrot,Runic Honiskrot,Runic Honiskrot,RoV,Hero,"Gain 2R.
",,set5_cards.lua
Starcaller Leotan,Starcaller Leotan,Starcaller Leotan,RoV,Hero,"Gain 4H.
",,set5_cards.lua
Wildcall Staff,Wildcall Staff,Wildcall Staff,RoV,Construct,"Once per turn, you pay 2R less to acquire a card with Treasure under it.",,set5_cards.lua
Cognition Courier,Cognition Courier,Cognition Courier,RoV,Hero,"Gain 2R.
",,set5_cards.lua
Foresight Monacle,Foresight Monacle,Foresight Monacle,RoV,Construct,"ENERGIZE 4E: Once this turn, gain 1R for each Mechana Construct you control.",,set5_cards.lua
Magnet Monk,Magnet Monk,Magnet Monk,RoV,Hero,"Gain 2P.
",,set5_cards.lua
Omnicron,Omnicron,Omnicron,RoV,Construct,"FATE: When this enters the center row, for each Treasure under this, ",,set5_cards.lua
Portabillet,Portabillet,Portabillet,RoV,Construct,"Once per turn, when you play a Mechana Construct (including this one), draw a card.
",,set5_cards.lua
Prototype CH32,Prototype CH32,Prototype CH32,RoV,Construct,"ENERGIZE 1E: Once this turn, when you acquire a Mechana Construct, ",,set5_cards.lua
Reactor Shrine,Reactor Shrine,Reactor Shrine,RoV,Construct,"ENERGIZE 2E: Once this turn, gain 1H for each Mechana Construct you control.",,set5_cards.lua
Skyrocket Drone,Skyrocket Drone,Skyrocket Drone,RoV,Hero,Gain 1R and an additional 1R if you control a Construct.,,set5_cards.lua
Zeta Arsenal,Zeta Arsenal,Zeta Arsenal,RoV,Construct,"ENERGIZE 3E: Once this turn, gain 1P for each Mechana Construct you control.",,set5_cards.lua
Blackwatch Vanquisher,Blackwatch Vanquisher,Blackwatch Vanquisher,RoV,Hero,"Gain 2P.
",,set5_cards.lua
Darkwalker,Darkwalker,Darkwalker,RoV,Hero,"Gain 2P.
",,set5_cards.lua
Illiya the Demonborn,Illiya the Demonborn,Illiya the Demonborn,RoV,Hero,"Gain 4P.
",,set5_cards.lua
Nyxian Spiritcaster,Nyxian Spiritcaster,Nyxian Spiritcaster,RoV,Hero,"Gain 3E.
",,set5_cards.lua
Spirit Merchant,Spirit Merchant,Spirit Merchant,RoV,Hero,"FATE: When this enters the center row, for each Treasure under this, ",,set5_cards.lua
Tome of Erabus,Tome of Erabus,Tome of Erabus,RoV,Construct,"Once per turn, gain 1E.",,set5_cards.lua
Treasure Hunter,Treasure Hunter,Treasure Hunter,RoV,Hero,"Gain 2P.
",,set5_cards.lua
Voidfeeder,Voidfeeder,Voidfeeder,RoV,Construct,"Once per turn, gain 1P.
",,set5_cards.lua
Deviant Fiend,Deviant Fiend,Deviant Fiend,RoV,Monster,"REWARD: Gain 3H.
",,set5_cards.lua
Firestorm Effigy,Firestorm Effigy,Firestorm Effigy,RoV,Monster,"REWARD: Gain 3H. You may banish a card in your hand or discard pile.
",,set5_cards.lua
Herald of Doom,Herald of Doom,Herald of Doom,RoV,Monster,"REWARD: Gain 6H. Acquire or defeat a card in the center row without paying its cost.
",,set5_cards.lua
Lagoon Troll,Lagoon Troll,Lagoon Troll,RoV,Monster,REWARD: Gain 2H. Draw a card.,,set5_cards.lua
Mordant Widow,Mordant Widow,Mordant Widow,RoV,Monster,"REWARD: Gain 4H. For each opponent, you choose and destroy a Construct they control.",,set5_cards.lua
Protean Sea Slug,Protean Sea Slug,Protean Sea Slug,RoV,Monster,REWARD: Gain 5H. Each opponent destroys all Constructs they control.,,set5_cards.lua
Raging Ursine,Raging Ursine,Raging Ursine,RoV,Monster,"REWARD: Gain 3H.
",,set5_cards.lua
Serpent Siren,Serpent Siren,Serpent Siren,RoV,Monster,"REWARD: Gain 1H.
",,set5_cards.lua
"Terrus, Paragon of Strife","Terrus, Paragon of Strife","Terrus, Paragon of Strife",RoV,Monster,REWARD: Gain 5H. Each opponent discards a random card from their hand. ,,set5_cards.lua
Twisted Tyrant,Twisted Tyrant,Twisted Tyrant,RoV,Monster,"REWARD: Gain 6H.
",,set5_cards.lua
Vault Sphinx,Vault Sphinx,Vault Sphinx,RoV,Monster,"REWARD: Gain 2H.
",,set5_cards.lua
Dark Energy Shard,Dark Energy Shard,Dark Energy Shard,DU,Treasure,"FATE: Each player may banish a card in their discard pile.
",,set6_cards.lua
Anointed Askara,Anointed Askara,Anointed Askara,DU,Hero,"Draw a card.
",,set6_cards.lua
Arha Mentor,Arha Mentor,Arha Mentor,DU,Hero,"ENERGIZE 2E: Draw a card.
",,set6_cards.lua
Shardfinder Compass,Shardfinder Compass,Shardfinder Compass,DU,Construct,You may banish this to acquire all of the Treasures in the center row.,,set6_cards.lua
Valiant Ascetic,Valiant Ascetic,Valiant Ascetic,DU,Hero,You may banish this to defeat a Monster with cost 5P or less without paying its cost.,,set6_cards.lua
"Veya, Handmaiden of Logos","Veya, Handmaiden of Logos","Veya, Handmaiden of Logos",DU,Hero,"Choose one: Acquire a Hero with cost 6R or less without paying its cost, ",,set6_cards.lua
Gemcatcher Spirit,Gemcatcher Spirit,Gemcatcher Spirit,DU,Hero,ENERGIZE 2E: Transform this into Otherworldly Guide. ,,set6_cards.lua
Otherworldly Guide,Otherworldly Guide,Otherworldly Guide,DU,Hero,Draw two cards.,,set6_cards.lua
"Toric, Devoted Disciple","Toric, Devoted Disciple","Toric, Devoted Disciple",DU,Hero,"ENERGIZE 4E: Transform this into Toric, Ascendant. ",,set6_cards.lua
"Toric, Ascendant","Toric, Ascendant","Toric, Ascendant",DU,Hero,Acquire a Hero without paying its cost and put it into your hand.,,set6_cards.lua
Dendris the Gladewyrm,Dendris the Gladewyrm,Dendris the Gladewyrm,DU,Hero,"Gain 2R, 2P, and 2H.
",,set6_cards.lua
Gem-Eater Leprechaun,Gem-Eater Leprechaun,Gem-Eater Leprechaun,DU,Hero,Gain 2R and 2E.,,set6_cards.lua
"Moken, the Huntmaster","Moken, the Huntmaster","Moken, the Huntmaster",DU,Hero,"Gain 5H.
",,set6_cards.lua
Mosaic Horn,Mosaic Horn,Mosaic Horn,DU,Construct,"ENERGIZE 2E: Once this turn, gain 2R.",,set6_cards.lua
Raven Siren,Raven Siren,Raven Siren,DU,Hero,"Gain 1R.
",,set6_cards.lua
Honiskrot Tribesman,Honiskrot Tribesman,Honiskrot Tribesman,DU,Hero,ENERGIZE 2E: Transform this into Honiskrot Chieftain. ,,set6_cards.lua
Honiskrot Chieftain,Honiskrot Chieftain,Honiskrot Chieftain,DU,Hero,Gain 3R.,,set6_cards.lua
"Jakeb, Cobra Shaman","Jakeb, Cobra Shaman","Jakeb, Cobra Shaman",DU,Hero,"ENERGIZE 4E: Transform this into Jakeb, Cobra King. ",,set6_cards.lua
"Jakeb, Cobra King","Jakeb, Cobra King","Jakeb, Cobra King",DU,Hero,"Gain 6H.
",,set6_cards.lua
Charging Chamber,Charging Chamber,Charging Chamber,DU,Construct,"Once per turn, when you play a Mechana Construct (including this one), gain 1E.",,set6_cards.lua
Crystalline Monk,Crystalline Monk,Crystalline Monk,DU,Hero,"Gain 2R.
",,set6_cards.lua
Hedron Dredger,Hedron Dredger,Hedron Dredger,DU,Construct,"Once per turn, if you control three or more Mechana Constructs, ",,set6_cards.lua
Replication Drone,Replication Drone,Replication Drone,DU,Construct,You are considered to control an additional Mechana Construct.,,set6_cards.lua
Scrap Scrabbler,Scrap Scrabbler,Scrap Scrabbler,DU,Hero,ENERGIZE 2E: Transform this into Scrabbling Squad. ,,set6_cards.lua
Scrabbling Squad,Scrabbling Squad,Scrabbling Squad,DU,Hero,Gain 2R and 2P.,,set6_cards.lua
Yolothian Monolith,Yolothian Monolith,Yolothian Monolith,DU,Construct,"ENERGIZE 4E: Transform this into Yolocryx, the Guardian and put it into your hand.",,set6_cards.lua
"Yolocryx, the Guardian","Yolocryx, the Guardian","Yolocryx, the Guardian",DU,Hero,"Gain 5P and an additional 1P for each Mechana Construct you control.
",,set6_cards.lua
Arbiter of the Lost,Arbiter of the Lost,Arbiter of the Lost,DU,Hero,"Gain 2E.
",,set6_cards.lua
Nightmare Sentinel,Nightmare Sentinel,Nightmare Sentinel,DU,Hero,"Gain 2P.
",,set6_cards.lua
Nyxian Ritualist,Nyxian Ritualist,Nyxian Ritualist,DU,Hero,Gain 3P and 3E.,,set6_cards.lua
Riftwalker's Axe,Riftwalker's Axe,Riftwalker's Axe,DU,Construct,"ENERGIZE 2E: Once this turn, gain 2P.",,set6_cards.lua
Voidsworn Warrior,Voidsworn Warrior,Voidsworn Warrior,DU,Hero,ENERGIZE 2E: Transform this into Voidsworn Champion. ,,set6_cards.lua
Voidsworn Champion,Voidsworn Champion,Voidsworn Champion,DU,Hero,Gain 4P.,,set6_cards.lua
Azerax of the Black Watch,Azerax of the Black Watch,Azerax of the Black Watch,DU,Hero,"ENERGIZE 4E: Transform this into Azerax, Nyx's Chosen. ",,set6_cards.lua
"Azerax, Nyx's Chosen","Azerax, Nyx's Chosen","Azerax, Nyx's Chosen",DU,Hero,"Gain 6P.
",,set6_cards.lua
Cacklecast Wretch,Cacklecast Wretch,Cacklecast Wretch,DU,Monster,"If you have gained 4E or more this turn, you may defeat this without paying its cost.
",,set6_cards.lua
Oxipede,Oxipede,Oxipede,DU,Monster,"REWARD: Gain 2H.
",,set6_cards.lua
Phasefiend,Phasefiend,Phasefiend,DU,Monster,REWARD: Gain 1H. You may banish a card in your hand or discard pile.,,set6_cards.lua
Plunder Devil,Plunder Devil,Plunder Devil,DU,Monster,"REWARD: Gain 5H. You may acquire a Hero or Construct with cost 3R or less without paying its cost.
",,set6_cards.lua
Smoke Tyrant,Smoke Tyrant,Smoke Tyrant,DU,Monster,REWARD: Gain 4H. Banish the top seven cards of the center deck. ,,set6_cards.lua
Vault Lich,Vault Lich,Vault Lich,DU,Monster,"FATE: When this enters the center row, banish each card in the center row with Treasure under it.
",,set6_cards.lua
Webclaw,Webclaw,Webclaw,DU,Monster,REWARD: Gain 3H. Each opponent with three or more Constructs in play ,,set6_cards.lua
"Erabus, the Exiled","Erabus, the Exiled","Erabus, the Exiled",DU,Monster,"If you have played a Dark Energy Shard this turn, ",,set6_cards.lua
"Erabus, Son of Nyx","Erabus, Son of Nyx","Erabus, Son of Nyx",DU,Hero,Defeat a Monster in the Void without paying its cost ,,set6_cards.lua
Militia RU,Militia RU,Militia,RU,Hero,Gain 1P.,,set7_cards.lua
Apprentice RU,Apprentice RU,Apprentice,RU,Hero,Gain 1R.,,set7_cards.lua
Mystic RU,Mystic RU,Mystic,RU,Hero,Gain 2R.,,set7_cards.lua
Heavy Infantry RU,Heavy Infantry RU,Heavy Infantry,RU,Hero,Gain 2P.,,set7_cards.lua
Cultist RU,Cultist RU,Cultist,RU,Monster,Reward: Gain 1H.,,set7_cards.lua
"Dhartha, the Eternal","Dhartha, the Eternal","Dhartha, the Eternal",RU,Hero,Reveal the top card of the center deck. ,,set7_cards.lua
Journeyman Outrider,Journeyman Outrider,Journeyman Outrider,RU,Hero,Acquire a Hero or Construct with cost 5R or less without paying its cost.,,set7_cards.lua
Neophyte Mentor,Neophyte Mentor,Neophyte Mentor,RU,Hero,"Draw a card.
",,set7_cards.lua
Sage of Lucid Dreams,Sage of Lucid Dreams,Sage of Lucid Dreams,,Hero,"Once this turn, banish a card in your hand. ",,set7_cards.lua
Oziah's Familiar,Oziah's Familiar,Oziah's Familiar,RU,Hero,"Defeat a Monster with cost 4P or less without paying its cost.
",,set7_cards.lua
Scryer of the Lidless Eye,Scryer of the Lidless Eye,Scryer of the Lidless Eye,RU,Hero,"Draw two card, then discard a card. ",,set7_cards.lua
Disciple of Oziah,Disciple of Oziah,Disciple of Oziah,RU,Hero,"While this is in your hand, if you have played another Enlightened Hero this turn, ",,set7_cards.lua
Scion of Oziah,Scion of Oziah,Scion of Oziah,RU,Hero,Defeat a Monster with cost 5P or less without paying its cost.,,set7_cards.lua
"Vir, Ascetic Master","Vir, Ascetic Master","Vir, Ascetic Master",RU,Hero,"While this is in your hand, if you have played a Hero of every faction this turn, ",,set7_cards.lua
"Vir, Ephemeral Guru","Vir, Ephemeral Guru","Vir, Ephemeral Guru",RU,Hero,Acquire all Heroes in the center row without paying their costs ,,set7_cards.lua
Forgotten Scripture,Forgotten Scripture,Forgotten Scripture,RU,Construct,"If you have played two of more Enlightened Heroes this turn, ",,set7_cards.lua
Mantra of True Sight,Mantra of True Sight,Mantra of True Sight,RU,Construct,"Once per turn, you may draw a card.",,set7_cards.lua
Animus of the Wild,Animus of the Wild,Animus of the Wild,RU,Hero,"Gain 2R.
",,set7_cards.lua
"Cetra, Matron of Stars","Cetra, Matron of Stars","Cetra, Matron of Stars",RU,Hero,"Once this turn, acquire a Hero without paying its cost. ",,set7_cards.lua
Everbloom Clique,Everbloom Clique,Everbloom Clique,RU,Hero,"Gain 2H.
",,set7_cards.lua
Snapdragon Witch,Snapdragon Witch,Snapdragon Witch,RU,Hero,"Gain 1H.
",,set7_cards.lua
Wolf Shaman RU,Wolf Shaman RU,Wolf Shaman,RU,Hero,"Gain 1R.
",,set7_cards.lua
Disciple of Cetra,Disciple of Cetra,Disciple of Cetra,RU,Hero,"While this is in your hand, if you have played another Lifebound Hero this turn, ",,set7_cards.lua
Scion of Cetra,Scion of Cetra,Scion of Cetra,RU,Hero,Gain 2R and 2H.,,set7_cards.lua
"Remus, Pack Guardian","Remus, Pack Guardian","Remus, Pack Guardian",RU,Hero,"While this is in your hand, if you have gained 3H or more this turn, ",,set7_cards.lua
"Remus, Wild Emissary","Remus, Wild Emissary","Remus, Wild Emissary",RU,Hero,"Gain 3R.
",,set7_cards.lua
Druid's Wreath,Druid's Wreath,Druid's Wreath,RU,Construct,"If you have played two or more Lifebound Heroes this turn, ",,set7_cards.lua
Verdant Crown,Verdant Crown,Verdant Crown,RU,Construct,"Once per turn, gain 2H.",,set7_cards.lua
Air Support Squadron,Air Support Squadron,Air Support Squadron,RU,Construct,"Once per turn, when you acquire a Mechana card, you may put it in your hand.",,set7_cards.lua
Defense Generator,Defense Generator,Defense Generator,RU,Construct,"Once per turn, when you acquire a Mechana card, gain 2P.",,set7_cards.lua
Hedron Watchtower,Hedron Watchtower,Hedron Watchtower,RU,Construct,"Once per turn, when you acquire a Mechana card, gain H equal to that card's H value.",,set7_cards.lua
Matron of Discovery,Matron of Discovery,Matron of Discovery,RU,Hero,"Gain 2R.
",,set7_cards.lua
Upgrade Foundry,Upgrade Foundry,Upgrade Foundry,RU,Construct,"Once per turn, when you acquire a Mechana card, draw two cards.",,set7_cards.lua
Workshop Gargoyle,Workshop Gargoyle,Workshop Gargoyle,RU,Construct,"Once per turn, when you acquire a Mechana card, gain 1H.",,set7_cards.lua
Disciple of Euloth,Disciple of Euloth,Disciple of Euloth,RU,Hero,"While this is in your hand, if you have played another Mechana Hero this turn, ",,set7_cards.lua
Scion of Euloth,Scion of Euloth,Scion of Euloth,RU,Hero,Gain 2R and 2P.,,set7_cards.lua
"Alset, Monk Prodigy","Alset, Monk Prodigy","Alset, Monk Prodigy",RU,Hero,"While this is in your hand, if you control 2 or more Constructs, ",,set7_cards.lua
"Alset, Reactor Savant","Alset, Reactor Savant","Alset, Reactor Savant",RU,Hero,"Gain 4R.
",,set7_cards.lua
Secluded Laboratory,Secluded Laboratory,Secluded Laboratory,RU,Construct,"If you have played two or more Mechana Heroes, ",,set7_cards.lua
Zero Point Reactor,Zero Point Reactor,Zero Point Reactor,RU,Construct,"Once per turn, gain 2R.",,set7_cards.lua
Black Watch Exemplar,Black Watch Exemplar,Black Watch Exemplar,RU,Hero,"Gain 3P.
",,set7_cards.lua
Deathdealer Noble,Deathdealer Noble,Deathdealer Noble,RU,Hero,"Gain 2P.
",,set7_cards.lua
Shadow Stalker,Shadow Stalker,Shadow Stalker,RU,Hero,"You may banish a card in your discard pile.
",,set7_cards.lua
Spike Vixen RU,Spike Vixen RU,Spike Vixen,RU,Hero,"Gain 1P.
",,set7_cards.lua
Disciple of Emri,Disciple of Emri,Disciple of Emri,RU,Hero,"While this is in your hand, if you have played another Void Hero this turn, ",,set7_cards.lua
Scion of Emri,Scion of Emri,Scion of Emri,RU,Hero,"Gain 3P.
",,set7_cards.lua
"Emri, the Unmaker","Emri, the Unmaker","Emri, the Unmaker",RU,Hero,"While this is in your hand, if there are 8 or more Monsters in the Void, ",,set7_cards.lua
"Emri, Demonsbane","Emri, Demonsbane","Emri, Demonsbane",RU,Hero,"Gain 5P.
",,set7_cards.lua
Initiate's Gauntlets,Initiate's Gauntlets,Initiate's Gauntlets,RU,Construct,"If you have played two or more Void Heroes this turn, ",,set7_cards.lua
Clutch of Darkness,Clutch of Darkness,Clutch of Darkness,RU,Construct,"Once per turn, gain 2P.",,set7_cards.lua
Canon Templar,Canon Templar,Canon Templar,RU,Hero,"Gain 2R.
",,set7_cards.lua
Deathbound Druid,Deathbound Druid,Deathbound Druid,RU,Hero,"Gain 3H.
",,set7_cards.lua
Nightmare Delver,Nightmare Delver,Nightmare Delver,RU,Hero,"Gain 2R.
",,set7_cards.lua
Timestream Seer,Timestream Seer,Timestream Seer,RU,Hero,"Gain 2R.
",,set7_cards.lua
Voidforged Paladin,Voidforged Paladin,Voidforged Paladin,RU,Hero,"Gain 2P.
",,set7_cards.lua
Wildgear Druid,Wildgear Druid,Wildgear Druid,RU,Hero,"Gain 2R.
",,set7_cards.lua
Foundation Burrower,Foundation Burrower,Foundation Burrower,RU,Monster,REWARD: Gain 1H. You may banish a card in the center row.,,set7_cards.lua
Sadistic Giant,Sadistic Giant,Sadistic Giant,RU,Monster,REWARD: Gain 5H.,,set7_cards.lua
Sower of Betrayal,Sower of Betrayal,Sower of Betrayal,RU,Monster,REWARD: Gain 3H. Name a faction. ,,set7_cards.lua
Sower of Discontent,Sower of Discontent,Sower of Discontent,RU,Monster,REWARD: Gain 2H. Name a faction. ,,set7_cards.lua
Terrorizing Fiend,Terrorizing Fiend,Terrorizing Fiend,RU,Monster,REWARD: Gain 2H. Draw two cards.,,set7_cards.lua
Wailing Spectre,Wailing Spectre,Wailing Spectre,RU,Monster,REWARD: Gain 4H. You may banish up to two cards in your discard pile.,,set7_cards.lua
Borderland Nihilist,Borderland Nihilist,Borderland Nihilist,RU,Monster,REWARD: Transform this into Borderland Mercenary and acquire it.,,set7_cards.lua
Borderland Mercenary,Borderland Mercenary,Borderland Mercenary,RU,Hero,"Draw a card.
",,set7_cards.lua
Adayu the Tormented,Adayu the Tormented,Adayu the Tormented,RU,Monster,REWARD: Transform this into Adayu the Serene and acquire it.,,set7_cards.lua
Adayu the Serene,Adayu the Serene,Adayu the Serene,RU,Hero,"This Hero counts as all factions.
",,set7_cards.lua
Eye of Potential,Eye of Potential,Eye of Potential,,Construct,"Once per turn, you may banish a card in your hand. ",,set7_cards.lua
"Cetra, Benefactor of All","Cetra, Benefactor of All","Cetra, Benefactor of All",,Hero,"Starting with you, and then going in turn order, ",,set7_cards.lua
Nyxian Corruptor,Nyxian Corruptor,Nyxian Corruptor,,Hero,"Gain 3P.
",,set7_cards.lua
Sadistic Laboratory,Sadistic Laboratory,Sadistic Laboratory,,Hero,"Once per turn, gain 1P.
",,set7_cards.lua
Foul Replicant,Foul Replicant,Foul Replicant,,Monster,"REWARD: Gain 4H.
",,set7_cards.lua
Dhartha,Dhartha,Dhartha,DoC,Champion,"+1: Whenever you acquire or defeat an Enlightened card from the center row, gain 1rep.
",,set8_cards.lua
"Dhartha, Master of Sight","Dhartha, Master of Sight","Dhartha, Master of Sight",DoC,Hero,You may banish this or a card in your hand. ,,set8_cards.lua
Nairi,Nairi,Nairi,DoC,Champion,"+1: Whenever you acquire or defeat an Lifebound card from the center row, gain 1rep.
",,set8_cards.lua
