set,go_name,en,norm,from_card
sos,TMP Body Text,"
The shadow of Deofol still looms over Vigil. Samael has fallen, but his actions have forever scarred the foundation of the realms. His surviving minions are scattered and hidden, plotting evil. Yet, even as the Vigil gathers itself against this remaining enemy, it is beset by a new darkness. Specters now haunt the people of the land, their arrival hinting at a greater threat.

The visitors from Arha say that the afterlife itself is in turmoil. Gatekeeper Kythis, who since Time's Dawn had admitted the damned to their final resting place, stands watch no more. Now, a restless and tormented mass of wills churns beneath all existence, welling up between the worlds.

Where is the Gatekeeper? It was Samael that freed Kythis of his duty. Now he is missing, a rebel godling hidden even from his creators, and not eager to return to his eternal task. In the skies, the constellations twist and turn, protesting his absence.

The children in the capital dream restlessly of an endless beast, outpouring from the clouds, large enough to cast a shadow over all the land. They describe a sky serpent that bellows in a million voices, an extinguisher of realms. Cultists and fanatics are again making sacrifice, foretelling that a reckoning will come. They call it the Storm of Souls.

Vigil is overrun by the first winds of this coming storm of undeath. The call again rises for a hero to unite the realms against the many forces that seek to bury everything in despair. The cult must be put down. Samael's remnants must be destroyed before they encroach. The ghostly tide must be quelled, and the forces of all the worlds must form a coalition, before the reckoning arrives.

The storm looms. Who among you will stand before it?

","The shadow of Deofol still looms over Vigil. Samael has fallen, but his actions have forever scarred the foundation of the realms. His surviving minions are scattered and hidden, plotting evil. Yet, even as the Vigil gathers itself against this remaining enemy, it is beset by a new darkness. Specters now haunt the people of the land, their arrival hinting at a greater threat.

The visitors from Arha say that the afterlife itself is in turmoil. Gatekeeper Kythis, who since Time's Dawn had admitted the damned to their final resting place, stands watch no more. Now, a restless and tormented mass of wills churns beneath all existence, welling up between the worlds.

Where is the Gatekeeper? It was Samael that freed Kythis of his duty. Now he is missing, a rebel godling hidden even from his creators, and not eager to return to his eternal task. In the skies, the constellations twist and turn, protesting his absence.

The children in the capital dream restlessly of an endless beast, outpouring from the clouds, large enough to cast a shadow over all the land. They describe a sky serpent that bellows in a million voices, an extinguisher of realms. Cultists and fanatics are again making sacrifice, foretelling that a reckoning will come. They call it the Storm of Souls.

Vigil is overrun by the first winds of this coming storm of undeath. The call again rises for a hero to unite the realms against the many forces that seek to bury everything in despair. The cult must be put down. Samael's remnants must be destroyed before they encroach. The ghostly tide must be quelled, and the forces of all the worlds must form a coalition, before the reckoning arrives.

The storm looms. Who among you will stand before it?",
sos,TMP Text,Introduction,Introduction,
sos,TMP Text,"<allcaps>Event Zone:</allcaps>
Shows the current Event card.","<allcaps>Event Zone:</allcaps>
Shows the current Event card.",
sos,TMP Text,Fanatic,Fanatic,
sos,TMP Text,"<allcaps>Void:</allcaps>
Defeated monsters are sent here.","<allcaps>Void:</allcaps>
Defeated monsters are sent here.",
sos,TMP Text,"<allcaps>Player's Power:</allcaps>
Player's Power for their turn.","<allcaps>Player's Power:</allcaps>
Player's Power for their turn.",
sos,TMP Text,"<allcaps>Player's Runes:</allcaps>
Player's Rune count for their turn.","<allcaps>Player's Runes:</allcaps>
Player's Rune count for their turn.",
sos,TMP Text,"<allcaps>Center Row Draw Pile:</allcaps>
The Center Row cards are drawn from here.","<allcaps>Center Row Draw Pile:</allcaps>
The Center Row cards are drawn from here.",
sos,TMP Text,"<allcaps>Center Row:</allcaps>
This Center Row contains the cards you can acquire or defeat.","<allcaps>Center Row:</allcaps>
This Center Row contains the cards you can acquire or defeat.",
sos,TMP Text,"<allcaps>Global Honor Pool:</allcaps>
Honor Points for the game are drawn from this pool.","<allcaps>Global Honor Pool:</allcaps>
Honor Points for the game are drawn from this pool.",
sos,TMP Text,Cultist,Cultist,
sos,TMP Text,Power Card Deck,Power Card Deck,
sos,TMP Text,Rune Card Deck,Rune Card Deck,
sos,TMP Text,Opponent Area,Opponent Area,
sos,TMP Text,"Top Area
",Top Area,
sos,TMP Body Text,"Destroy is a new game term introduced in Storm of Souls. Destroy means to put into your discard pile from play and generally refers to Constructs.  Any effect from a previous Ascension set which put a Construct into the discard pile from play is  now considered to destroy that Construct. 

",Destroy is a new game term introduced in Storm of Souls. Destroy means to put into your discard pile from play and generally refers to Constructs.  Any effect from a previous Ascension set which put a Construct into the discard pile from play is  now considered to destroy that Construct.,
sos,TMP Text,Destroy:,Destroy:,
sos,TMP Body Text,"<margin-right=12em>The Fanatic is a new Always Available Monster in Storm of Souls. The Fanatic is a Trophy Monster with a variable reward based on the current Event called an Event Trophy. You may have no more than one Fanatic Trophy at any time. If you defeat a Fanatic while you already have a Trophy from one, you gain the Honor reward but do not get another Trophy.

The Fanatic is returned to the Always Available Zone when banished. It never goes to the Void.

","<margin-right=12em>The Fanatic is a new Always Available Monster in Storm of Souls. The Fanatic is a Trophy Monster with a variable reward based on the current Event called an Event Trophy. You may have no more than one Fanatic Trophy at any time. If you defeat a Fanatic while you already have a Trophy from one, you gain the Honor reward but do not get another Trophy.

The Fanatic is returned to the Always Available Zone when banished. It never goes to the Void.",
sos,TMP Rules Text,A player may have no more than one Fanatic Trophy in play at a time.,A player may have no more than one Fanatic Trophy in play at a time.,
sos,TMP Trophy Text,<color=#951719FF><B>Trophy:</B></color> You may banish this to gain the current Trophy Effect.,<color=#951719FF><B>Trophy:</B></color> You may banish this to gain the current Trophy Effect.,
sos,TMP Rules Text,<B>Reward:</B> Gain <sprite=65> .,<B>Reward:</B> Gain <sprite=65> .,
sos,TMP Class Text,Trophy Monster,Trophy Monster,
sos,TMP Title,<size=104>F</size>anatic,<size=104>F</size>anatic,
sos,TMP Text,Fanatic:,Fanatic:,
sos,TMP Body Text,"<margin-right=12em>Some Monsters in Storm of Souls have a new kind of reward called Trophy.  When you defeat a Trophy Monster, you gain the Honor portion of its reward immediately, and then instead of banishing the Monster it is placed into your Construct Tray.  At any time during your turn, you may banish a Trophy you control to gain the indicated effect. You can use a Trophy the turn you get it or save it for a future turn.

","<margin-right=12em>Some Monsters in Storm of Souls have a new kind of reward called Trophy.  When you defeat a Trophy Monster, you gain the Honor portion of its reward immediately, and then instead of banishing the Monster it is placed into your Construct Tray.  At any time during your turn, you may banish a Trophy you control to gain the indicated effect. You can use a Trophy the turn you get it or save it for a future turn.",
sos,TMP Trophy Text,<color=#951719FF>Trophy:</color> You may banish this to gain <sprite=33>.,<color=#951719FF>Trophy:</color> You may banish this to gain <sprite=33>.,
sos,TMP Rules Text,<b>Reward:</b> Gain <sprite=68>.,<b>Reward:</b> Gain <sprite=68>.,
sos,TMP Title,<size=104>H</size>oarding Tyrant,<size=104>H</size>oarding Tyrant,
sos,TMP Text,Trophy:,Trophy:,
sos,TMP Body Text,"<margin-right=16em>Event cards represent global effects that change the power structure of the world. When an Event flips from the Portal Deck, it is put into the Event Zone instead of the center row. The card is then replaced in the Center Row as normal.  There may be only one Event in the Event Zone at any given time. While an Event is there it is considered the current Event. Events alter the rules of the game, and the current Event’s game text applies to every player.

","<margin-right=16em>Event cards represent global effects that change the power structure of the world. When an Event flips from the Portal Deck, it is put into the Event Zone instead of the center row. The card is then replaced in the Center Row as normal.  There may be only one Event in the Event Zone at any given time. While an Event is there it is considered the current Event. Events alter the rules of the game, and the current Event’s game text applies to every player.",
sos,TMP Rules Text,"Once per turn, when a player defeats a Monster in the center row, that player gains <sprite=65>.

<color=#d8a6ffff>Event Trophy:</color> Banish a card in your hand or discard pile.","Once per turn, when a player defeats a Monster in the center row, that player gains <sprite=65>.

<color=#d8a6ffff>Event Trophy:</color> Banish a card in your hand or discard pile.",
sos,TMP Class Text,<color=#d8a6ffff>Event - Void,<color=#d8a6ffff>Event - Void,
sos,TMP Title,Void Rising,Void Rising,
sos,TMP Text,Event Cards:,Event Cards:,
sos,TMP Text,What's New,What's New,
vota,TMP Body Text,"For centuries, the valley of Alosya has remained hidden from the rest of Vigil. Guarded by treacherous mountains, the valley cradled an ancient civilization that rose and fell, cut off entirely from the outside world. In the absence of the gods, the people of Alosya worshipped the forces that ruled the world around them— life and death. They built two temples that focused and harnessed those energies, and revered the journey between the two.

After many years, the society became corrupted by its own success, and they decided to build a third temple, the Temple of Immortality. Instead of maintaining a balance, this new vessel would allow them to wield control of the forces as they saw fit.

The impassible terrain that once protected the valley was pierced by the formation of New Vigil. Ill-fated adventurers have ventured into the valley for decades, but none of them had escaped its dangers until now. Endbringer Jora has led a successful Void expedition into the valley, returning with tales of terrifying beasts and mysterious ruins.

Now, the forces of New Vigil venture into the valley, hoping to uncover a powerful weapon in their battle against Xeron. What they don't know is that the foes and temptation awaiting them in Alosya may pose an even greater threat.

The imbalance of the temples corrupted the valley, turning the Alosyans on each other and mutating the surrounding jungle's inhabitants into unimaginable monsters. With its return to primal order, the Temples became dormant.

","For centuries, the valley of Alosya has remained hidden from the rest of Vigil. Guarded by treacherous mountains, the valley cradled an ancient civilization that rose and fell, cut off entirely from the outside world. In the absence of the gods, the people of Alosya worshipped the forces that ruled the world around them— life and death. They built two temples that focused and harnessed those energies, and revered the journey between the two.

After many years, the society became corrupted by its own success, and they decided to build a third temple, the Temple of Immortality. Instead of maintaining a balance, this new vessel would allow them to wield control of the forces as they saw fit.

The impassible terrain that once protected the valley was pierced by the formation of New Vigil. Ill-fated adventurers have ventured into the valley for decades, but none of them had escaped its dangers until now. Endbringer Jora has led a successful Void expedition into the valley, returning with tales of terrifying beasts and mysterious ruins.

Now, the forces of New Vigil venture into the valley, hoping to uncover a powerful weapon in their battle against Xeron. What they don't know is that the foes and temptation awaiting them in Alosya may pose an even greater threat.

The imbalance of the temples corrupted the valley, turning the Alosyans on each other and mutating the surrounding jungle's inhabitants into unimaginable monsters. With its return to primal order, the Temples became dormant.",
vota,TMP Text,"Unlock the Secrets of Alosya...",Unlock the Secrets of Alosya...,
vota,TMP Body Text,"<margin-right=12em>Some cards in the center deck feature a new black border with yellow lightning. Cards with this border have effects that are active while they are in the center row. The effects usually relate to a change in how a card is acquired, so make sure to read the card carefully when you see one in the center row.
","<margin-right=12em>Some cards in the center deck feature a new black border with yellow lightning. Cards with this border have effects that are active while they are in the center row. The effects usually relate to a change in how a card is acquired, so make sure to read the card carefully when you see one in the center row.",
vota,TMP Flavor Text,This is the flavor part.,This is the flavor part.,
vota,TMP Rules Text,"You may spend <sprite=0> in addition to <sprite=32> to acquire this.
You may spend <sprite=0> in addition to <sprite=32> to acquire Mechana Constructs.","You may spend <sprite=0> in addition to <sprite=32> to acquire this.
You may spend <sprite=0> in addition to <sprite=32> to acquire Mechana Constructs.",
vota,TMP Class Text,Mechana Construct,Mechana Construct,
vota,TMP Title,"<size=104>T</size>yranyx, the Pillager","<size=104>T</size>yranyx, the Pillager",
vota,TMP Text,Center Row Effects,Center Row Effects,
vota,TMP Body Text,"<b>Echo</b>
Cards with <b>Echo</B> have additional effects that occur if the player has cards in their discard pile that share the same faction as the <b>Echo</B> card.

<b>Serenity</b>
Cards with <b>Serenity</b> have additional effects that occur if the player has no cards in their discard pile.

<b><i>Reminder:</i></b> Cards acquired during your turn immediately go to your discard pile (potentially turning on <b>Echo</b> effects, or turning off <b>Serenity</b> effects), but cards played during the turn do not go to your discard pile until the end of the turn.

","<b>Echo
</b>
Cards with <b>Echo</B> have additional effects that occur if the player has cards in their discard pile that share the same faction as the <b>Echo</B> card.

<b>Serenity
</b>
Cards with <b>Serenity</b> have additional effects that occur if the player has no cards in their discard pile.

<b><i>Reminder:</i></b> Cards acquired during your turn immediately go to your discard pile (potentially turning on <b>Echo</b> effects, or turning off <b>Serenity</b> effects), but cards played during the turn do not go to your discard pile until the end of the turn.",
vota,TMP Text,New Keywords,New Keywords,
vota,TMP Life Keystone Text,"Life Keystone (<sprite=161>): When you gain a <sprite=161>, you may spend it to take one of the following actions:
•<indent=1em>Gain control of the Temple of Life. If another player already controls it, you may take it from them.</indent>
•<indent=1em>If you already control the Temple of Life, gain control of the Temple of Immortality and gain <sprite=34>.</indent>
•<indent=1em>If you already control the Temple of Death and the Temple of Immortality, gain <sprite=34>.

","Life Keystone (<sprite=161>): When you gain a <sprite=161>, you may spend it to take one of the following actions:
•<indent=1em>Gain control of the Temple of Life. If another player already controls it, you may take it from them.
</indent>
•<indent=1em>If you already control the Temple of Life, gain control of the Temple of Immortality and gain <sprite=34>.
</indent>
•<indent=1em>If you already control the Temple of Death and the Temple of Immortality, gain <sprite=34>.",
vota,TMP Death Keystone Text,"Death Keystone (<sprite=162>) : When you gain a <sprite=162>, you may spend it to take one of the following actions:
•<indent=1em>Gain control of the Temple of Death. If another player already controls it, you may take it from them.</indent>
•<indent=1em>If you already control the Temple of Death, gain control of the Temple of Immortality and you may banish a card from your hand or discard pile.</indent>
•<indent=1em>If you already control the Temple of Death and the Temple of Immortality, you may banish a card from your hand or discard pile.

","Death Keystone (<sprite=162>) : When you gain a <sprite=162>, you may spend it to take one of the following actions:
•<indent=1em>Gain control of the Temple of Death. If another player already controls it, you may take it from them.</indent>
•<indent=1em>If you already control the Temple of Death, gain control of the Temple of Immortality and you may banish a card from your hand or discard pile.
</indent>
•<indent=1em>If you already control the Temple of Death and the Temple of Immortality, you may banish a card from your hand or discard pile.",
vota,TMP Body Text,"Keystones are a new resource in <i>Ascension: Valley of the Ancients.</i> Keystones work similarly to other resources, like <sprite=32> and <sprite=0>, but are used to acquire and activate Temples. When a card gives a player a Keystone, the player can use the Keystone to gain control of the corresponding Temple. If a player already has a Temple, the player can use the appropriate Keystone to activate the ability of their Temple and gain control of the Temple of Immortality.

","Keystones are a new resource in <i>Ascension: Valley of the Ancients.</i> Keystones work similarly to other resources, like <sprite=32> and <sprite=0>, but are used to acquire and activate Temples. When a card gives a player a Keystone, the player can use the Keystone to gain control of the corresponding Temple. If a player already has a Temple, the player can use the appropriate Keystone to activate the ability of their Temple and gain control of the Temple of Immortality.",
vota,TMP Text,Keystones,Keystones,
vota,TMP Text,"<allcaps>Cost:</allcaps>
The Keystone used to gain control of this Temple.","<allcaps>Cost:</allcaps>
The Keystone used to gain control of this Temple.",
vota,TMP Text,"<allcaps>Effect:</allcaps>
What this card does while under a player's control.","<allcaps>Effect:</allcaps>
What this card does while under a player's control.",
vota,TMP Flavor Text,Death is eternal.,Death is eternal.,
vota,TMP Rules Text,"<sprite=162>: Gain control of the Temple of Immortality. You may banish a card in your hand or discard pile.
",<sprite=162>: Gain control of the Temple of Immortality. You may banish a card in your hand or discard pile.,
vota,TMP Class Text,Temple,Temple,
vota,TMP Title,<size=104>T</size>emple of Death,<size=104>T</size>emple of Death,
vota,TMP Rules Text,"Once per turn, choose a faction. When you acquire a card of that faction, if the next card to enter the center row is also that faction, acquire it without paying its cost.","Once per turn, choose a faction. When you acquire a card of that faction, if the next card to enter the center row is also that faction, acquire it without paying its cost.",1
vota,TMP Title,<size=104>T</size>emple of Immortality,<size=104>T</size>emple of Immortality,
vota,TMP Flavor Text,Life finds a way.,Life finds a way.,
vota,TMP Rules Text,"<sprite=161>: Gain control of the Temple of Immortality. Gain <sprite=34>.
",<sprite=161>: Gain control of the Temple of Immortality. Gain <sprite=34>.,
vota,TMP Title,<size=104>T</size>emple of Life,<size=104>T</size>emple of Life,
vota,TMP Body Text,"When the game starts, place all three Temples below the center row, out of any player's control. To gain control of the Temple of Life, a player must spend a Life Keystone ( <sprite=161> ) and to gain control of the the Temple of Death, a player must spend a Death Keystone ( <sprite=162> ). You can only gain control of the Temple of Immortality by using the abilities of the Temple of Life or the Temple of Death. You may still maintain control of the Temple of Immortality even if you lose control of the other Temples.

When a player gains control of a Temple by paying its Keystone cost, that player puts the Temple in front of them. At the end of a game, if a player controls a Temple, that Temple's value is added to their score. Players can steal Temples from each other, so be sure to make the most of your time controlling them!
","When the game starts, place all three Temples below the center row, out of any player's control. To gain control of the Temple of Life, a player must spend a Life Keystone ( <sprite=161> ) and to gain control of the the Temple of Death, a player must spend a Death Keystone ( <sprite=162> ). You can only gain control of the Temple of Immortality by using the abilities of the Temple of Life or the Temple of Death. You may still maintain control of the Temple of Immortality even if you lose control of the other Temples.

When a player gains control of a Temple by paying its Keystone cost, that player puts the Temple in front of them. At the end of a game, if a player controls a Temple, that Temple's value is added to their score. Players can steal Temples from each other, so be sure to make the most of your time controlling them!",
vota,TMP Text,Temples,Temples,
vota,TMP Body Text,"In <i>Ascension: Valley of the Ancients™,</i> players compete with one another to maintain control over powerful Temple cards. There are three different Temples that players can control— the Temple of Life, the Temple of Death and the ultimate Temple of Immortality.

","In <i>Ascension: Valley of the Ancients™,</i> players compete with one another to maintain control over powerful Temple cards. There are three different Temples that players can control— the Temple of Life, the Temple of Death and the ultimate Temple of Immortality.",
vota,TMP WhatsNew Text,What's New,What's New,
wos,TMP Body Text,"An era of unprecedented peace and prosperity seemed like a just reward for the weary denizens of New Vigil, but a world dominated by light is an imbalanced one. A new darkness seeps in from the Void, intent on restoring balance by restoring despair and desolation to a world that had forgotten it.
 
Aklys, the Scourge, leads his dark legion into New Vigil, determined to carve out a new kingdom of his own in New Vigils' growing shadows. They rise from the shadows and the dark corners, striking out at content and unprepared cities.

The four factions now recall their veteran heroes and reawaken the great war machines of the past, as they plan their first move in the chaotic ebb and flow of light and dark. Do they have what it takes to defeat Aklys and restore the balance between Night and Day, or will they fall victim to the fear and paranoia as the shadows themselves rise up against them? The War of Shadows has begun.

","An era of unprecedented peace and prosperity seemed like a just reward for the weary denizens of New Vigil, but a world dominated by light is an imbalanced one. A new darkness seeps in from the Void, intent on restoring balance by restoring despair and desolation to a world that had forgotten it.

Aklys, the Scourge, leads his dark legion into New Vigil, determined to carve out a new kingdom of his own in New Vigils' growing shadows. They rise from the shadows and the dark corners, striking out at content and unprepared cities.

The four factions now recall their veteran heroes and reawaken the great war machines of the past, as they plan their first move in the chaotic ebb and flow of light and dark. Do they have what it takes to defeat Aklys and restore the balance between Night and Day, or will they fall victim to the fear and paranoia as the shadows themselves rise up against them? The War of Shadows has begun.",
wos,TMP Text,"War is Upon Us!
",War is Upon Us!,
wos,TMP Title Text,Introduction,Introduction,
wos,TMP Body Text,"<margin-right=12em>Dual Cost cards are a new type of card in Ascension X: War of Shadows™. Dual Cost cards require players to spend both Runes and Power to acquire them. Both the Rune and Power costs  listed on Dual Cost cards need to be paid in order to acquire them.

",<margin-right=12em>Dual Cost cards are a new type of card in Ascension X: War of Shadows™. Dual Cost cards require players to spend both Runes and Power to acquire them. Both the Rune and Power costs  listed on Dual Cost cards need to be paid in order to acquire them.,
wos,TMP Flavor Text,You'll have a ruff time getting past his watchful eyes.,You'll have a ruff time getting past his watchful eyes.,
wos,TMP Rules Text,"Once per turn, if you play a Mechana Construct (including this one) or if it is Day, gain <sprite=34>.","Once per turn, if you play a Mechana Construct (including this one) or if it is Day, gain <sprite=34>.",
wos,TMP Class Text,Mechana Construct,Mechana Construct,
wos,TMP Title,<size=104>F</size>oundry Hound,<size=104>F</size>oundry Hound,
wos,TMP Text,"Dual Cost Cards
",Dual Cost Cards,
wos,TMP Trophy Text,"<color=#951719FF>Trophy:</color> If it is Night, banish this to gain <sprite=2>.","<color=#951719FF>Trophy:</color> If it is Night, banish this to gain <sprite=2>.",
wos,TMP Trophy Text,"<color=#951719FF>Trophy:</color> If it is Day, banish this to gain <sprite=33>.","<color=#951719FF>Trophy:</color> If it is Day, banish this to gain <sprite=33>.",
wos,TMP Rules Text,<B>Reward:</B> Gain <sprite=66>.,<B>Reward:</B> Gain <sprite=66>.,
wos,TMP Class Text,Trophy Monster,Trophy Monster,
wos,TMP Title,<size=104>L</size>egion of Aklys,<size=104>L</size>egion of Aklys,1
wos,TMP Day Text,<B>Day:</B> Add the acquired card to your hand.,<B>Day:</B> Add the acquired card to your hand.,
wos,TMP Rules Text,"If all cards in the center row are <sprite=143> cards, you may acquire this without paying it's cost.
Acquire a card in the center row without paying its cost.","If all cards in the center row are <sprite=143> cards, you may acquire this without paying it's cost.
Acquire a card in the center row without paying its cost.",
wos,TMP Class Text,Enlightened Hero,Enlightened Hero,
wos,TMP Title,"<size=104>T</size>a'hyr, the Sun","<size=104>T</size>a'hyr, the Sun",
wos,TMP Body Text,"One of the new features in Ascension X: War of Shadows™ are Light and Dark cards – whose powers grow stronger depending on whether the Light or Dark is better represented in the center row. A <sprite=143> on the upper right hand corner of a card represents that the card is a Light card, while a <sprite=142> on the upper right hand corner of a card represents that the card is a Dark card.

If there are more <sprite=143> cards in the center row than <sprite=142> cards, then it is Day. Day bonuses on cards will be active during this time.

If there are more <sprite=142> cards in the center row than <sprite=143> cards, then it is Night. Night bonuses on cards will be active during this time.

If there are the same amount of <sprite=143> cards and <sprite=142> cards in the center row, then it is neither Day or Night. No Day or Night bonuses on cards will be active during this time.

","One of the new features in Ascension X: War of Shadows™ are Light and Dark cards – whose powers grow stronger depending on whether the Light or Dark is better represented in the center row. A <sprite=143> on the upper right hand corner of a card represents that the card is a Light card, while a <sprite=142> on the upper right hand corner of a card represents that the card is a Dark card.

If there are more <sprite=143> cards in the center row than <sprite=142> cards, then it is Day. Day bonuses on cards will be active during this time.

If there are more <sprite=142> cards in the center row than <sprite=143> cards, then it is Night. Night bonuses on cards will be active during this time.

If there are the same amount of <sprite=143> cards and <sprite=142> cards in the center row, then it is neither Day or Night. No Day or Night bonuses on cards will be active during this time.",
wos,TMP Text,"Light & Dark Cards
",Light & Dark Cards,
wos,TMP Title Text,What's New,What's New,
