prefab,path,component
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP Class Text,TMP Class Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP VP Text,TMP VP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleImmortality/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Title/TMP Title,TMP Title
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP Class Text,TMP Class Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP Flavor Text,TMP Flavor Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP VP Text,TMP VP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/TMP_TempleDeath/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/Effect/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Cards/Cost/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Keystones/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Death Keystone Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Life Keystone Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/New Keywords/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/Center Row Effects/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Top/Title/TMP Title,TMP Title
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/TMP Class Text,TMP Class Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/RulesFlavor,RulesFlavor
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/RulesFlavor/TMP Flavor Text,TMP Flavor Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/TMP VP Text,TMP VP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text/MC_TyranyxPillager/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/UnlockSecrets/TMP Text,TMP Text
RulebookVotA,RulebookVotA/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/Insight/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/DreambornCards/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Top/Title/TMP Title,TMP Title
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardStoneArtificers/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/Dreamseeker/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Top/Title/TMP Title,TMP Title
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/RulesFlavor,RulesFlavor
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/RulesFlavor/TMP Flavor Text,TMP Flavor Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/HeroDreamseeker/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/Pasythea/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Top/Cost_Insight/TMP Cost,TMP Cost
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Top/Title/TMP Title,TMP Title
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/RulesFlavor,RulesFlavor
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardPasythea/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/Phantasm/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Top/Title/TMP Title,TMP Title
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/RulesFlavor,RulesFlavor
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/RulesFlavor/TMP Flavor Text,TMP Flavor Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/CardHero/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/DreambindMonsters/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Top/Cost_Power/TMP Cost,TMP Cost
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Top/Title/TMP Title,TMP Title
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/TMP Class Text,TMP Class Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/RulesFlavor,RulesFlavor
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/RulesFlavor/TMP Flavor Text,TMP Flavor Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text/MonsterDreambind/Card_M_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/NeverTheSame/TMP Text,TMP Text
RulebookDLV,RulebookDLV/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/Insight/TMP Text,TMP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/DreambornCards/TMP Text,TMP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Top/Title/TMP Title,TMP Title
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP Rules Text,TMP Rules Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardEmriLightbringer/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/Recur/TMP Text,TMP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Top/Title/TMP Title,TMP Title
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/RulesFlavor,RulesFlavor
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardNihilChemist/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/FateAuction/TMP Text,TMP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Top/Cost_Rune/TMP Cost,TMP Cost
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Top/Title/TMP Title,TMP Title
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP Class Text,TMP Class Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP Fate Text,TMP Fate Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP Fate Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/RulesFlavor,RulesFlavor
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/RulesFlavor/TMP Rules Text,TMP Rules Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/RulesFlavor/TMP Rules Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/RulesFlavor/TMP Flavor Text,TMP Flavor Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP VP Text,TMP VP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP VP Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP Cardset Text,TMP Cardset Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/CardInfernaTemplar/Card_Bottom/TMP Cardset Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/DeliriumDie/TMP Text,TMP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/DieChart/Result/DescriptionRune/Label/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/DieChart/Result/DescriptionPower/Label/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/DieChart/Result/DescriptionHonor/Label/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text/DieChart/Result/DescriptionInsight/Label/TMP SubMeshUI [TextMeshPro/Sprite],TMP SubMeshUI [TextMeshPro/Sprite]
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/EndlessPossibilitiesAwait/TMP Text,TMP Text
RulebookDLRM,RulebookDLRM/Scroll View/Viewport/Content/TMP Body Text,TMP Body Text
Rulebook,Rulebook/TitleBar/TMP Text,TMP Text
