id,domain,set,en_hash,en,zh,status,waived_reason,source_file
rulebook:4:1d68ad9e1dff,shop_dlc,,1d68ad9e1dff,"Dark forces have taken over the Dreamscape. Team up with Pasythea, collect her legendary weapons, and return order to her world!<br><br>Use the Insight resources and Dreamborn cards to save the Dreamscape. Bind Monsters to your deck and use them in battle! Transform cards to incredible heroes and Constructs and acquire Pasythea! Pair Deliverance with Dreamscape and Delirium for an even more exciting game!<br><br><b><align=center>Includes 51 unique new cards.",黑暗势力已占据梦境。与帕西希娅联手，收集她的传奇武器，重建秩序！<br><br>运用洞察资源与梦生卡牌拯救梦境。将怪物缚入你的牌组并投入战斗！把卡牌变形为强大的英雄与神器，并获取帕西希娅！将「救赎」与「梦境」「谵妄」组合游玩，体验更刺激的对局！<br><br><b><align=center>包括 51 张全新卡牌。,draft,,loc/zh-Hans/rulebook.csv
rulebook:6:0cca3fb9d845,shop_dlc,,0cca3fb9d845,"This bundle of promo cards will add a lot of excitement to your games.<br><br><size=28><align=center><smallcaps>Promo Cards Included:</smallcaps></size><br><br><smallcaps><b>Monsters:</b></smallcaps><br>Kythis, the Gatekeeper<br>Rat King & Giant Rat<br>Ender of Days<br>Constricting Horror<br><br><smallcaps><b>Enlightened Faction:</b></smallcaps><br>Vedah, Sage of Swords<br>Askara of Fortune<br>Journeyman Sage<br>Miles, Golen Prodigy<br><br><smallcaps><b>Lifebound Faction:</b></smallcaps><br>Pathwarden<br>Cetra, Guide of Ogo<br>Moon Staff<br><br><smallcaps><b>Mechana Faction:</b></smallcaps><br>Deep Drone<br>Hedron Flare<br>Control Room<br><br><smallcaps><b>Void Faction:</b></smallcaps><br>Void Mesmer<br>Nethersnare<br>Soul Collector<br><br><br><size=28><align=center><smallcaps>Description:</smallcaps></size><br><br>Use the <b>Rat King</b> to flood the board with rats! Copy other players' hero cards with the <b>Askara of Fortune</b>. End the game instantly with the <b>Ender of Days</b>. The bundle also includes fan-favorite <b>Miles, Golden Prodigy</b>.<br><br>",这套特典卡合集将为你的对局带来无穷乐趣。\n<br><br><size=28><align=center><smallcaps>包含的特典卡：</smallcaps></size><br><br><smallcaps><b>怪物：</b></smallcaps><br>守门人凯蒂斯<br>鼠王与巨鼠<br>末日终结者<br>紧缩恐惧<br><br><smallcaps><b>圣贤派系：</b></smallcaps><br>圣剑贤者维达<br>命运的阿斯卡拉<br>学徒贤者<br>黄金奇才迈尔斯<br><br><smallcaps><b>命约派系：</b></smallcaps><br>守路人<br>奥戈向导赛特拉<br>月之权杖<br><br><smallcaps><b>机械派系：</b></smallcaps><br>深潜无人机<br>多面体耀光<br>控制中枢<br><br><smallcaps><b>虚空派系：</b></smallcaps><br>虚空迷幻师<br>虚空之网<br>缚魂者<br><br><br><size=28><align=center><smallcaps>简介：</smallcaps></size><br><br>用<b>鼠王</b>让整个棋盘满是老鼠！操控<b>命运的阿斯卡拉</b>复制对手的英雄牌。打出<b>末日终结者</b>即刻结束比赛。合集还收录了玩家最爱的<b>黄金奇才迈尔斯</b>！\n<br><br>,draft,,loc/zh-Hans/rulebook.csv
rulebook:7:0349b071eed2,shop_dlc,,0349b071eed2,"Harness elemental magic and the power of ancient temples with this bundle!<br><br><size=28><align=center><smallcaps>Unique new cards per set:</smallcaps></size><br><br><b>Gift of the Elements:</b><br>55 cards<br><br><b>Valley of the Ancients:</b><br>51 cards<br><br><b>Delirium:</b><br>49 cards<br><br><br><size=28><align=center><smallcaps>Description:</smallcaps></size><br><br>Infest your opponent's deck with rampaging goblins, thin your deck faster than ever with <i>Empower</i>, and transform event cards into Ascension's most powerful Heroes.<br><br><b>Valley of the Ancients</b> pits you against each other as you vie for control over the <i>Temples of Life, Death,</i> and <i>Immortality</i>. Incredible bonuses are available to those who control them.<br><br>",驾驭元素之力，唤醒远古神庙的神秘能量——立即入手本组合包！\n<br><br><size=28><align=center><smallcaps>各扩展全新卡牌数：</smallcaps></size><br><br><b>元素的馈赠：</b><br>55 张<br><br><b>上古山谷：</b><br>51 张<br><br><b>谵妄：</b><br>49 张<br><br><br><size=28><align=center><smallcaps>简介：</smallcaps></size><br><br>让横行肆虐的哥布林寄生对手的牌组；借助<i>赋能（Empower）</i>比以往更迅捷地压缩你的牌组；还能把事件卡转化为《创升纪元》史上最强力的英雄们。\n<br><br><b>上古山谷</b>让玩家彼此对抗，争夺对<b>生命神庙</b>、<b>死亡神庙</b>与<b>不朽神庙</b>的控制权——掌控它们的人，将获得令人难以置信的奖励。\n<br><br>,draft,,loc/zh-Hans/rulebook.csv
rulebook:8:9d5d4651b2f4,shop_dlc,,9d5d4651b2f4,"Delirium brings players back into the Dreamscape, facing a twisted new reality.<br><br>Insight and Dreamborn cards are back, but with new powers to unlock with them.<br><br>Win Fate Auctions, Recur hero effects, and roll the amazing Delirium Die with your Insight to gain an edge against the other players!<br><br><b><align=center>Includes 49 unique new cards.",「谵妄」带你重返梦境，面对扭曲的新现实。<br><br>洞察与梦生卡牌再度登场，并解锁全新力量。<br><br>赢得天命竞拍、反复触发英雄效果，并用洞察投掷神奇的谵妄骰，抢占先机！<br><br><b><align=center>包括 49 张全新卡牌。,draft,,loc/zh-Hans/rulebook.csv
rulebook:9:e387c4de29da,shop_dlc,,e387c4de29da,"A favorite fan bundle of expansions!<br><br><size=28><align=center><smallcaps>Unique new cards per set:</smallcaps></size><br><br><b>Realms Unraveled:</b><br>53 cards<br><br><b>Dawn of Champions:</b><br>72 cards<br><br><b>Dreamscape:</b><br>76 cards<br><br><b>War of Shadows:</b><br>43 cards<br><br><br><size=28><align=center><smallcaps>Description:</smallcaps></size><br><br><b>Realms Unraveled</b> introduces multi-faction cards to Ascension, which use a muti-unite ability to create turns, unlike anything you've seen before from Ascension.<br><br>Completing the in-game quests listed on cards reward you with extraordinary transformations.<br><br>In <b>Dawn of Champions,</b> you become one of Ascension's greatest Champions with unique player cards that power up as you buy cards from their faction.<br><br><b>Dawn of Champion's</b> Rally mechanic will make each card that flips off the deck more exciting than ever.<br><br><b>Dreamscape</b> will take you to an all-new world within the Ascension universe. Acquire insight from Dreamborn cards and spend it to acquire the personal Dreamscape cards you secretly selected at the beginning of the game!<br><br><b>War of Shadows</b> introduces night and day to Ascension. Acquire and defeat cards, shifting the board back and forth from day and night, empowering different cards in your hand.<br><br>",本合集收录玩家最爱的四款扩展！\n<br><br><size=28><align=center><smallcaps>各扩展全新卡牌数：</smallcaps></size><br><br><b>领域解开：</b><br>53 张<br><br><b>冠军黎明：</b><br>72 张<br><br><b>梦境：</b><br>76 张<br><br><b>暗影之战：</b><br>43 张<br><br><br><size=28><align=center><smallcaps>简介：</smallcaps></size><br><br><b>领域解开</b>为《创升纪元》引入了跨派系卡牌，它们通过「多派联合（Muti-Unite）」能力打出闻所未闻的爆炸性回合。\n<br><br>完成卡牌上列出的游戏内任务，即可获得超乎想象的变形奖励。\n<br><br>在<b>冠军黎明</b>中，你将化身《创升纪元》最伟大的冠军之一，使用独特的「玩家牌」，每当你获取同一派系的卡牌时玩家牌便会愈发强大。\n<br><br><b>冠军黎明</b>的「集结（Rally）」机制，让每一张从牌堆顶上翻开的卡牌都比上一张更令人心跳加速。\n<br><br><b>梦境</b>将带你进入《创升纪元》宇宙中的全新世界。从「梦生」卡牌中获取<b>洞察（Insight）</b>，并消耗洞察来取得你在游戏开始时秘密选择的「个人专属梦境卡」！\n<br><br><b>暗影之战</b>为《创升纪元》引入了昼夜系统。获取与击败卡牌都会使整个盘面在昼与夜之间切换，从而让你手牌中不同派系的卡牌分别获得强化。<br><br>,draft,,loc/zh-Hans/rulebook.csv
tutorial:TUTORIAL_PROMPT_ACQUIREARHAINITIATE,tutorial,,adbbccdd07c9,TUTORIAL_PROMPT_ACQUIREARHAINITIATE,将亚哈新兵拖到你的弃牌堆,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_ACQUIREEMRI,tutorial,,cb7ec587aab3,TUTORIAL_PROMPT_ACQUIREEMRI,将艾姆瑞拖到你的弃牌堆,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_ACQUIREMURAMASA,tutorial,,faddeb15743c,TUTORIAL_PROMPT_ACQUIREMURAMASA,将村正拖到你的弃牌堆,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_ACQUIREMYSTIC,tutorial,,87e4a42cb4ff,TUTORIAL_PROMPT_ACQUIREMYSTIC,将一张秘教士拖到你的弃牌堆,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_ACQUIRESNAPDRAGON,tutorial,,403623ee5358,TUTORIAL_PROMPT_ACQUIRESNAPDRAGON,将金鱼草拖到你的弃牌堆,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_ACQUIREWOLFSHAMAN,tutorial,,47b2d92fba33,TUTORIAL_PROMPT_ACQUIREWOLFSHAMAN,将狼萨满拖到你的弃牌堆,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_CONTINUE,tutorial,,f7654ce01360,TUTORIAL_PROMPT_CONTINUE,${CLICK_C} 继续,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_DEFEATCULTIST,tutorial,,7aa358561f59,TUTORIAL_PROMPT_DEFEATCULTIST,将邪教徒拖到虚空区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_DEFEATWINDTRYANT,tutorial,,ba26c4a77bc2,TUTORIAL_PROMPT_DEFEATWINDTRYANT,将风之暴君拖到虚空区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_ENDTURN,tutorial,,eefb9642215c,TUTORIAL_PROMPT_ENDTURN,${CLICK_C} 结束回合按钮,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_PLAYAPPRENTICE,tutorial,,32f5334354ac,TUTORIAL_PROMPT_PLAYAPPRENTICE,将一张学徒拖到行动区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_PLAYARHAINITIATE,tutorial,,4cfbe922de43,TUTORIAL_PROMPT_PLAYARHAINITIATE,将亚哈新兵拖到行动区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_PLAYEMRI,tutorial,,13320c2ed4b4,TUTORIAL_PROMPT_PLAYEMRI,将与虚空合一的艾姆瑞拖到行动区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_PLAYMILITIA,tutorial,,df7146e52530,TUTORIAL_PROMPT_PLAYMILITIA,将一张民兵拖到行动区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_PLAYSNAPDRAGON,tutorial,,6c0f642aeedd,TUTORIAL_PROMPT_PLAYSNAPDRAGON,将金鱼草拖到行动区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_PROMPT_PLAYWOLFSHAMAN,tutorial,,091d5e4a7b45,TUTORIAL_PROMPT_PLAYWOLFSHAMAN,将狼萨满拖到行动区,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_1,tutorial,,c5e06fcbb7db,TUTORIAL_TEXT_1,创升纪元是一款牌库构筑游戏。<br><br>每位玩家以相同的十张初始套牌开始，并在对局中不断强化自己的牌库。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_10,tutorial,,39401e146d84,TUTORIAL_TEXT_10,卡牌右上角的数字是获取或击败它所需的费用。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_11,tutorial,,9c615bd18f00,TUTORIAL_TEXT_11,要获取一张秘教士，你需要花费 3 点符文。<br><br>再打出一张学徒以获得第二点符文。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_12,tutorial,,aab9fb39da97,TUTORIAL_TEXT_12,要获取一张秘教士，你需要花费 3 点符文。<br><br>打出第三张学徒以再获得 1 点符文。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_13,tutorial,,4d312929c5c2,TUTORIAL_TEXT_13,你现在有足够的符文<br>来获取一张秘教士。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_14,tutorial,,3c94d08267fa,TUTORIAL_TEXT_14,获取的卡牌会进入你的弃牌堆，并在下次洗牌后进入你的牌库循环。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_15,tutorial,,ddd47800ac31,TUTORIAL_TEXT_15,可以获取的卡牌会带有绿色光晕。<br><br>现在试着获取一张秘教士。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_16,tutorial,,16532f19cea3,TUTORIAL_TEXT_16,要击败怪物，必须花费战力 <sprite=0>。<br><br>击败邪教徒需要 2 点战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_17,tutorial,,f0b5447de8aa,TUTORIAL_TEXT_17,要击败邪教徒，必须花费 2 点战力。<br><br>从手牌打出一张民兵以获得战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_18,tutorial,,12dee7f5c3ff,TUTORIAL_TEXT_18,要击败邪教徒，必须花费 2 点战力。<br><br>打出另一张民兵以再获得 1 点战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_19,tutorial,,035d6a02bcd9,TUTORIAL_TEXT_19,击败的怪物不会进入你的牌库。你会得到奖励，然后它被送入虚空区。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_2,tutorial,,f8aca382fe73,TUTORIAL_TEXT_2,每位玩家开局拥有 8 张学徒和 2 张民兵。<br><br>它们提供两种基础资源：<br>符文 <sprite=32> 与战力 <sprite=0>。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_20,tutorial,,9577cd9eb3f3,TUTORIAL_TEXT_20,进入虚空区的卡牌会移出游戏。邪教徒比较特殊，可以被反复送入虚空区。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_21,tutorial,,026ba84e821d,TUTORIAL_TEXT_21,可以击败的卡牌会带有红色光晕。要击败它，请将它拖到虚空区。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_22,tutorial,,0b6d0c9f37b8,TUTORIAL_TEXT_22,击败邪教徒的奖励是 1 点荣誉。荣誉 <sprite=64> 是胜利条件：最终荣誉高于对手即可获胜。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_23,tutorial,,89e85c44bf67,TUTORIAL_TEXT_23,除了击败怪物获得荣誉外，你获取的每张卡牌左下角也标有荣誉值。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_24,tutorial,,35f5bc5fc61f,TUTORIAL_TEXT_24,荣誉来自怪物奖励和你购入的卡牌。左下角数字是终局计分时该牌提供的荣誉。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_25,tutorial,,68fcfedec87c,TUTORIAL_TEXT_25,你获得的荣誉会与牌库中所有卡牌的荣誉合计，成为最终得分。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_26,tutorial,,7b33694d790f,TUTORIAL_TEXT_26,游戏开始时会按人数设置荣誉池。荣誉池耗尽即表示对局即将结束。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_27,tutorial,,272539ac6423,TUTORIAL_TEXT_27,每当有玩家打出卡牌或结算奖励获得荣誉时，就会从荣誉池中扣除相应点数。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_28,tutorial,,c631d0139ad8,TUTORIAL_TEXT_28,荣誉池空后，从首位玩家起到拿取最后荣誉的那名玩家之前，每人还可以完成各自的回合。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_29,tutorial,,bd242a51a329,TUTORIAL_TEXT_29,这是 2 人游戏，荣誉池初始为 60 点。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_3,tutorial,,4b2a4b57ef1d,TUTORIAL_TEXT_3,每张学徒提供 1 点符文，用来获取更多卡牌加入你的牌库。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_30,tutorial,,752fbc8e8f36,TUTORIAL_TEXT_30,除始终可用的卡牌外，玩家还可以从中央牌列获取或击败卡牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_31,tutorial,,77fa6389e2b1,TUTORIAL_TEXT_31,中央牌列有 6 张牌，会随对局变化。当一张牌离开中央牌列（通常因为被获取或击败），会立刻从传送门牌库补一张新牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_32,tutorial,,68cc5821e583,TUTORIAL_TEXT_32,开局每人抽五张牌。每回合结束时，这些牌进入你的弃牌堆，然后你再抽五张新牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_33,tutorial,,9e596c83025b,TUTORIAL_TEXT_33,本局你开场有 5 张学徒，因此会有<br>5 点符文可以花费。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_34,tutorial,,842fccd00ab9,TUTORIAL_TEXT_34,符文可以任意花费。只要符文够，回合中获取卡牌的数量没有上限。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_35,tutorial,,fec6033250df,TUTORIAL_TEXT_35,卡牌越贵，加入牌库后通常也越强。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_36,tutorial,,69a6f623749f,TUTORIAL_TEXT_36,5 点符文刚好可以获取金鱼草，这是一张很适合加入牌库的牌。把中央牌列的金鱼草拖过来获取它。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_37,tutorial,,ba5b0f5c1b6f,TUTORIAL_TEXT_37,获取金鱼草后，中央牌列空出的位置会立刻从传送门牌库补一张新牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_38,tutorial,,b5b2e0c6acd4,TUTORIAL_TEXT_38,你本回合的资源已经用完。没有其他行动时，必须结束回合，让对手行动。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_39,tutorial,,9c3329800f90,TUTORIAL_TEXT_39,回合结束时，留在手牌中的卡牌和本回合打出的英雄都会进入弃牌堆，然后你再抽 5 张新牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_4,tutorial,,0509f347b907,TUTORIAL_TEXT_4,每张民兵提供 1 点战力，用来击败怪物并获得奖励。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_40,tutorial,,c0396ea6928b,TUTORIAL_TEXT_40,对手有 4 张学徒和 1 张民兵。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_41,tutorial,,ef079b1d14aa,TUTORIAL_TEXT_41,他用 4 点符文获取了恶魔杀手。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_42,tutorial,,2975fc0a7259,TUTORIAL_TEXT_42,对手只剩 1 点战力，没有能击败的目标，所以那张民兵会未被使用地进入弃牌堆。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_43,tutorial,,06207561eefd,TUTORIAL_TEXT_43,现在又轮到你了。<br><br>你的手牌提供 3 点符文和 2 点战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_44,tutorial,,9268f6efa6a8,TUTORIAL_TEXT_44,花费 3 点符文可以获取狼萨满。<br><br>狼萨满与金鱼草搭配很好。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_45,tutorial,,6eaf6d0d8fd7,TUTORIAL_TEXT_45,狼萨满是命约英雄。金鱼草在战场时，打出命约英雄会额外获得荣誉 <sprite=64>。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_46,tutorial,,f775b0c0887f,TUTORIAL_TEXT_46,获取狼萨满需要 3 点符文。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_47,tutorial,,cea797ff2ee0,TUTORIAL_TEXT_47,现在可以获取狼萨满了。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_48,tutorial,,ca7b01be050c,TUTORIAL_TEXT_48,你还剩 2 点战力，可以<br>用来击败邪教徒。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_49,tutorial,,f49b625375f9,TUTORIAL_TEXT_49,击败邪教徒会获得 1 点荣誉。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_5,tutorial,,473b18695e86,TUTORIAL_TEXT_5,学徒与民兵都是英雄。英雄可以从手牌打出以结算其效果。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_50,tutorial,,338443f58cac,TUTORIAL_TEXT_50,你的回合结束了。<br><br>本回合打出的卡牌会进入弃牌堆，然后你再抽 5 张新手牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_51,tutorial,,0f5f18e5540d,TUTORIAL_TEXT_51,牌库抽空后，弃牌堆会洗牌成为新的牌库。最近几回合获取的卡牌现在可以打出了。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_52,tutorial,,55563483110c,TUTORIAL_TEXT_52,对手再次抽到 4 张学徒和 1 张民兵。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_53,tutorial,,cc561978291e,TUTORIAL_TEXT_53,他用 4 点符文获取了 2 张重装步兵。剩下的 1 点战力再次浪费，因为没有能击败的目标。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_54,tutorial,,69c3187590ae,TUTORIAL_TEXT_54,你刚抽到的金鱼草是神器。英雄在回合结束时进入弃牌堆，神器则会留在战场并在每回合产生效果。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_55,tutorial,,a0b5e4cc9d7c,TUTORIAL_TEXT_55,金鱼草每回合提供 1 点符文。<br><br>把它拖到行动区以进入战场。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_56,tutorial,,8400c01eb828,TUTORIAL_TEXT_56,提供固定符文或战力的神器在战场上会自动触发。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_57,tutorial,,2c259a5d064d,TUTORIAL_TEXT_57,金鱼草提供的符文已经计入你的符文总数：<br>金鱼草 1 点，外加学徒的 3 点。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_58,tutorial,,0492e9301814,TUTORIAL_TEXT_58,先花 1 点符文获取亚哈新兵。符文够就可以继续获取；如果中央牌列补出更好的牌，你也可以再拿。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_59,tutorial,,cbd34e88d45a,TUTORIAL_TEXT_59,与虚空合一的艾姆瑞很强，但本回合买不起。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_6,tutorial,,0710f7b2349d,TUTORIAL_TEXT_6,可从手牌打出的卡牌会带有白色光晕。<br><br>现在试着打出一张学徒。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_60,tutorial,,a9c1eee274df,TUTORIAL_TEXT_60,你的符文不够获取中央牌列的任何牌。<br>这时始终可用的卡牌就派上用场了。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_61,tutorial,,899d545d44d9,TUTORIAL_TEXT_61,用剩下的 3 点符文<br>获取一张秘教士。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_62,tutorial,,1cf142894f6a,TUTORIAL_TEXT_62,你还剩 1 点战力，但没有能用 1 战力击败的目标，所以必须结束回合。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_63,tutorial,,33cffd5cecc6,TUTORIAL_TEXT_63,对手抽到恶魔杀手、民兵<br>和 3 张学徒，因此有 4 点战力和 3 点符文。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_64,tutorial,,217348a0cdac,TUTORIAL_TEXT_64,他击败了造物之误，获得 4 点荣誉，并可以放逐中央牌列一张牌，再从弃牌堆放逐一张牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_65,tutorial,,256212893868,TUTORIAL_TEXT_65,放逐是把卡牌送入虚空区而不必击败它。怪物被放逐时不会结算奖励。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_66,tutorial,,a597d352bf53,TUTORIAL_TEXT_66,你应该放逐不想让对手获取或击败的牌，然后传送门牌库会补出一张新牌。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_67,tutorial,,b41d6b3ace80,TUTORIAL_TEXT_67,对手选择放逐达萨大师。他的牌库偏战力，因此放逐达萨大师以阻止你获取。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_68,tutorial,,510096614d8a,TUTORIAL_TEXT_68,放逐达萨大师不但拿走了你本可能使用的牌，补出的新牌还正是对手想要的。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_69,tutorial,,7b7fdfa10deb,TUTORIAL_TEXT_69,对手现在可以花 3 点符文获取<br>暗影之星。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_7,tutorial,,4e2af0b06f94,TUTORIAL_TEXT_7,游戏区左上角的卡牌在整局中始终可用。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_70,tutorial,,bcef138f61a4,TUTORIAL_TEXT_70,对手资源用尽，结束了回合。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_71,tutorial,,2c176098af49,TUTORIAL_TEXT_71,打出狼萨满获得 1 点符文并额外抽一张牌。因为狼萨满是命约英雄，金鱼草还会让你获得 1 点荣誉。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_72,tutorial,,2f369dae4379,TUTORIAL_TEXT_72,加上本回合额外获得的资源，<br>你现在有 6 点符文和 1 点战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_73,tutorial,,56baa1beb2ca,TUTORIAL_TEXT_73,符文够了，可以获取与虚空合一的艾姆瑞！,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_74,tutorial,,863496da62f5,TUTORIAL_TEXT_74,没有能用 1 点战力击败的目标，<br>你的回合结束。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_75,tutorial,,dfdb395ce879,TUTORIAL_TEXT_75,对手抽到重装步兵、民兵和<br>3 张学徒，共 3 点符文和 3 点战力。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_76,tutorial,,25a1982c08d9,TUTORIAL_TEXT_76,他先花 3 点战力击败萨麦尔的诡术师。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_77,tutorial,,da7b3fb4872f,TUTORIAL_TEXT_77,击败萨麦尔的诡术师让对手获得<br>1 点荣誉和 1 点符文，符文总数来到 4 点。,draft,,loc/zh-Hans/tutorial.csv
tutorial:TUTORIAL_TEXT_78,tutorial,,419cefb476b5,TUTORIAL_TEXT_78,他用这 4 点符文获取刚在中央牌列亮出的石环德鲁伊。,draft,,loc/zh-Hans/tutorial.csv
